,Unnamed: 0,Players,Result,Accuracy,Moves,Date,Unnamed: 6,game_link
25,5 min,zainsiddiqii  (1152)  imBusyGaming  (1133),0  1,71  73.6,54,"Jun 3, 2021",,https://www.chess.com/game/live/6061841537
26,5 min,Alekaren  (1085)  zainsiddiqii  (1159),0  1,80.7  91.1,29,"Jun 3, 2021",,https://www.chess.com/game/live/6063767736
27,5 min,zainsiddiqii  (1168)  Njakaratovo  (1189),1  0,68.2  54.2,31,"Jun 3, 2021",,https://www.chess.com/game/live/6069405293
28,5 min,Livy51  (1222)  zainsiddiqii  (1177),0  1,78.3  76.8,43,"Jun 3, 2021",,https://www.chess.com/game/live/6069512200
29,5 min,zainsiddiqii  (1167)  Chasura  (1096),0  1,75.2  93,34,"Jun 3, 2021",,https://www.chess.com/game/live/6069548527
30,5 min,zainsiddiqii  (1177)  refarefa5  (1211),1  0,73.1  62.2,62,"Jun 3, 2021",,https://www.chess.com/game/live/6069589497
31,5 min,zainsiddiqii  (1184)  AlainTollet  (1117),1  0,58.8  56.4,43,"Jun 3, 2021",,https://www.chess.com/game/live/6069677427
32,5 min,Vy_got_sky  (1141)  zainsiddiqii  (1191),0  1,70.5  70.2,22,"Jun 3, 2021",,https://www.chess.com/game/live/6069726252
33,5 min,BOBOLESPANK  (1130)  zainsiddiqii  (1181),1  0,74.2  64.3,46,"Jun 3, 2021",,https://www.chess.com/game/live/6069799909
34,5 min,zainsiddiqii  (1188)  Antonio62223  (1130),1  0,63.4  59.9,50,"Jun 3, 2021",,https://www.chess.com/game/live/6069840599
35,5 min,govnerbf  (1092)  zainsiddiqii  (1194),0  1,80.3  81.8,44,"Jun 3, 2021",,https://www.chess.com/game/live/6069910588
36,5 min,1Yusha1  (1222)  zainsiddiqii  (1186),1  0,51.2  44.2,41,"Jun 3, 2021",,https://www.chess.com/game/live/6070885369
37,5 min,HUDAGOMEDOV  (1056)  zainsiddiqii  (1191),0  1,71.8  78.3,65,"Jun 3, 2021",,https://www.chess.com/game/live/6072208855
38,5 min,zainsiddiqii  (1183)  cgar  (1207),0  1,60.9  69.5,55,"Jun 3, 2021",,https://www.chess.com/game/live/6073761116
39,5 min,King1962k  (1147)  zainsiddiqii  (1190),0  1,29.7  81.1,51,"Jun 3, 2021",,https://www.chess.com/game/live/6077959925
40,5 min,zainsiddiqii  (1199)  blackdouglass  (1247),1  0,69.3  72.1,60,"Jun 3, 2021",,https://www.chess.com/game/live/6082759611
41,5 min,zainsiddiqii  (1192)  Don-karnhn  (1247),0  1,40.9  59.8,26,"Jun 3, 2021",,https://www.chess.com/game/live/6086670793
42,5 min,zainsiddiqii  (1200)  LesChorestes  (1179),1  0,93.7  84.2,25,"Jun 3, 2021",,https://www.chess.com/game/live/6086728618
43,5 min,WillBhagat  (1240)  zainsiddiqii  (1209),0  1,72.3  79.6,25,"Jun 3, 2021",,https://www.chess.com/game/live/6086760501
44,10 min,zainsiddiqii  (1263)  pobelanger  (1253),1  0,86  35.4,38,"Jun 3, 2021",,https://www.chess.com/game/live/6086877045
45,10 min,zainsiddiqii  (1256)  myusernameinchess  (1300),0  1,55.5  63.6,19,"Jun 3, 2021",,https://www.chess.com/game/live/6088137937
46,10 min,Baleck79  (1209)  zainsiddiqii  (1263),0  1,70.8  90,17,"Jun 3, 2021",,https://www.chess.com/game/live/6088204436
47,10 min,tristankenneth1  (1179)  zainsiddiqii  (1253),1  0,80.1  73.1,29,"Jun 3, 2021",,https://www.chess.com/game/live/6088326929
48,10 min,NezhmiMaletsov  (1202)  zainsiddiqii  (1244),1  0,57.4  53.1,28,"Jun 3, 2021",,https://www.chess.com/game/live/6089510871
49,10 min,zainsiddiqii  (1252)  Argoz01  (1230),1  0,54.9  58.8,42,"Jun 3, 2021",,https://www.chess.com/game/live/6090393026
0,10 min,zainsiddiqii  (1260)  Lemi199101  (1260),1  0,73.3  68.6,31,"Jun 3, 2021",,https://www.chess.com/game/live/5900312365
1,10 min,zainsiddiqii  (1268)  Eliodorro  (1240),1  0,80.5  71.5,61,"Jun 3, 2021",,https://www.chess.com/game/live/5922717305
2,10 min,zainsiddiqii  (1276)  vutuanminh17  (1265),1  0,83.6  60.5,18,"Jun 3, 2021",,https://www.chess.com/game/live/5923131073
3,10 min,Prilba  (1250)  zainsiddiqii  (1275),½  ½,88.7  94.9,48,"Jun 3, 2021",,https://www.chess.com/game/live/5923181350
4,10 min,SeabsZ  (1324)  zainsiddiqii  (1268),1  0,76.4  73.1,40,"Jun 4, 2021",,https://www.chess.com/game/live/5927374018
5,10 min,zainsiddiqii  (1275)  AhujaKeshav  (1235),1  0,60.5  12.5,21,"Jun 4, 2021",,https://www.chess.com/game/live/5930521599
6,10 min,zainsiddiqii  (1283)  MK2019  (1263),1  0,73.2  60.4,19,"Jun 4, 2021",,https://www.chess.com/game/live/5930543392
7,10 min,bigwilly14  (1206)  zainsiddiqii  (1289),0  1,65.9  75.4,58,"Jun 4, 2021",,https://www.chess.com/game/live/5930567172
8,10 min,zainsiddiqii  (1282)  HagenKan  (1333),0  1,73.2  87.3,19,"Jun 4, 2021",,https://www.chess.com/game/live/5930631626
9,10 min,VivienCooksley  (1290)  zainsiddiqii  (1274),1  0,57.1  48.3,19,"Jun 4, 2021",,https://www.chess.com/game/live/5930695382
10,10 min,DonutsCream  (1284)  zainsiddiqii  (1266),1  0,85.2  76.6,29,"Jun 4, 2021",,https://www.chess.com/game/live/5941443209
11,10 min,zainsiddiqii  (1259)  vishwasbhat  (1309),0  1,57.8  59.5,44,"Jun 4, 2021",,https://www.chess.com/game/live/5946313139
12,10 min,jmlopez2332  (1244)  zainsiddiqii  (1267),0  1,67.1  68.9,6,"Jun 4, 2021",,https://www.chess.com/game/live/6006746495
13,10 min,zainsiddiqii  (1275)  JohnVanChesster  (1250),1  0,90.4  67.1,54,"Jun 4, 2021",,https://www.chess.com/game/live/6006877961
14,10 min,Piyushishere  (1232)  zainsiddiqii  (1282),0  1,80.1  87.9,67,"Jun 4, 2021",,https://www.chess.com/game/live/6007027072
15,10 min,Surreytennis  (1243)  zainsiddiqii  (1289),0  1,55.8  70.3,44,"Jun 4, 2021",,https://www.chess.com/game/live/6028467880
16,10 min,zainsiddiqii  (1280)  Man1770  (1263),0  1,65  81.8,20,"Jun 4, 2021",,https://www.chess.com/game/live/6028546901
17,10 min,zainsiddiqii  (1282)  dolby1966  (1364),½  ½,68.9  70.1,67,"Jun 4, 2021",,https://www.chess.com/game/live/6053450807
18,10 min,RishuricoCare  (1298)  zainsiddiqii  (1291),0  1,74  88.9,23,"Jun 4, 2021",,https://www.chess.com/game/live/6053488296
19,10 min,zainsiddiqii  (1297)  SanjayBarath  (1216),1  0,76.8  74.4,34,"Jun 4, 2021",,https://www.chess.com/game/live/6053566423
20,10 min,YuliyaL24  (1288)  zainsiddiqii  (1289),1  0,67.6  54,38,"Jun 4, 2021",,https://www.chess.com/game/live/6054163608
21,10 min,ankitsyn  (1248)  zainsiddiqii  (1280),1  0,61.9  57.5,46,"Jun 4, 2021",,https://www.chess.com/game/live/6055282276
22,10 min,zainsiddiqii  (1287)  ankitsyn  (1241),1  0,77.6  64.8,44,"Jun 4, 2021",,https://www.chess.com/game/live/6061093630
23,10 min,ankitsyn  (1234)  zainsiddiqii  (1294),0  1,63.1  65.7,16,"Jun 4, 2021",,https://www.chess.com/game/live/6061177617
24,10 min,zainsiddiqii  (1286)  MenaceToSociety2  (1308),0  1,31.9  45.9,30,"Jun 4, 2021",,https://www.chess.com/game/live/6061254002
25,5 min,zainsiddiqii  (1220)  yayacoco  (1311),1  0,88.6  76.4,18,"Jun 4, 2021",,https://www.chess.com/game/live/6061841537
26,10 min,Latitude45  (1274)  zainsiddiqii  (1286),½  ½,80.7  79.6,66,"Jun 4, 2021",,https://www.chess.com/game/live/6063767736
27,10 min,vdjakovic  (1328)  zainsiddiqii  (1279),1  0,74  65.9,40,"Jun 4, 2021",,https://www.chess.com/game/live/6069405293
28,10 min,zainsiddiqii  (1280)  Curtcopain  (1336),½  ½,86.3  76,46,"Jun 4, 2021",,https://www.chess.com/game/live/6069512200
29,10 min,zainsiddiqii  (1289)  ZINAREZINA  (1311),1  0,66.4  63.1,62,"Jun 4, 2021",,https://www.chess.com/game/live/6069548527
30,10 min,zainsiddiqii  (1297)  eligon0  (1290),1  0,76.3  71,48,"Jun 4, 2021",,https://www.chess.com/game/live/6069589497
31,10 min,neema899  (1274)  zainsiddiqii  (1288),1  0,97.3  93,63,"Jun 4, 2021",,https://www.chess.com/game/live/6069677427
32,10 min,BalancedPapaya  (1267)  zainsiddiqii  (1296),0  1,37.6  86.2,31,"Jun 4, 2021",,https://www.chess.com/game/live/6069726252
33,5 min,zainsiddiqii  (1229)  nhabibi  (1239),1  0,92.6  83.9,40,"Jun 4, 2021",,https://www.chess.com/game/live/6069799909
34,10 min,zainsiddiqii  (1305)  ra2894  (1325),1  0,77.6  68.3,27,"Jun 4, 2021",,https://www.chess.com/game/live/6069840599
35,10 min,reregauthier  (1297)  zainsiddiqii  (1297),1  0,69.3  61.8,31,"Jun 4, 2021",,https://www.chess.com/game/live/6069910588
36,10 min,leodzung  (1263)  zainsiddiqii  (1304),0  1,70.7  79.1,69,"Jun 5, 2021",,https://www.chess.com/game/live/6070885369
37,10 min,zainsiddiqii  (1312)  ORodrigoMuller  (1285),1  0,81.6  58.3,28,"Jun 5, 2021",,https://www.chess.com/game/live/6072208855
38,10 min,zainsiddiqii  (1320)  avandenberg  (1291),1  0,58.2  40.5,40,"Jun 5, 2021",,https://www.chess.com/game/live/6073761116
39,10 min,DieOlive  (1291)  zainsiddiqii  (1328),0  1,40.1  71.5,32,"Jun 5, 2021",,https://www.chess.com/game/live/6077959925
40,10 min,zainsiddiqii  (1319)  KingNdao  (1280),0  1,60.8  34.4,36,"Jun 5, 2021",,https://www.chess.com/game/live/6082759611
41,10 min,Polete09  (1306)  zainsiddiqii  (1311),1  0,70.2  62.3,35,"Jun 5, 2021",,https://www.chess.com/game/live/6086670793
42,10 min,hasli844  (1278)  zainsiddiqii  (1318),0  1,73.1  82.5,27,"Jun 5, 2021",,https://www.chess.com/game/live/6086728618
43,10 min,zainsiddiqii  (1324)  Molemanek  (1236),1  0,68.2  59.4,43,"Jun 5, 2021",,https://www.chess.com/game/live/6086760501
44,10 min,zainsiddiqii  (1316)  Tranphihp94  (1353),0  1,48.6  46.7,28,"Jun 5, 2021",,https://www.chess.com/game/live/6086877045
45,10 min,BartoszBaranowski96  (1309)  zainsiddiqii  (1308),1  0,95.9  60.8,20,"Jun 5, 2021",,https://www.chess.com/game/live/6088137937
46,10 min,Eugen23  (1296)  zainsiddiqii  (1316),0  1,76.1  81.4,51,"Jun 5, 2021",,https://www.chess.com/game/live/6088204436
47,10 min,zainsiddiqii  (1307)  SHOHAG1086  (1264),0  1,65.1  70.1,50,"Jun 5, 2021",,https://www.chess.com/game/live/6088326929
48,10 min,SHOHAG1086  (1257)  zainsiddiqii  (1314),0  1,57.3  66.6,53,"Jun 5, 2021",,https://www.chess.com/game/live/6089510871
49,5 min,zainsiddiqii  (1221)  King1962k  (1229),0  1,55.4  91,33,"Jun 5, 2021",,https://www.chess.com/game/live/6090393026
0,5 min,zainsiddiqii  (1231)  JoeH72  (1297),1  0,37  33.9,18,"Jun 5, 2021",,https://www.chess.com/game/live/5900312365
1,5 min,zainsiddiqii  (1224)  Captn_obnoxious  (1278),0  1,62  85.5,34,"Jun 5, 2021",,https://www.chess.com/game/live/5922717305
2,5 min,ET76  (1225)  zainsiddiqii  (1232),0  1,63.8  58.8,40,"Jun 5, 2021",,https://www.chess.com/game/live/5923131073
3,5 min,Stupididiot1900  (1283)  zainsiddiqii  (1225),1  0,97.6  69.9,13,"Jun 5, 2021",,https://www.chess.com/game/live/5923181350
4,5 min,zainsiddiqii  (1232)  ronakgarg98  (1181),1  0,85.7  73.2,22,"Jun 5, 2021",,https://www.chess.com/game/live/5927374018
5,5 min,Thomasbebu  (1209)  zainsiddiqii  (1240),0  1,86.6  79.7,30,"Jun 5, 2021",,https://www.chess.com/game/live/5930521599
6,5 min,satzmca77  (1269)  zainsiddiqii  (1232),1  0,72.2  77.9,30,"Jun 5, 2021",,https://www.chess.com/game/live/5930543392
7,10 min,zainsiddiqii  (1305)  DrUTM5  (1270),0  1,56.4  67.5,48,"Jun 5, 2021",,https://www.chess.com/game/live/5930567172
8,10 min,newbrunoblau  (1346)  zainsiddiqii  (1314),0  1,35.2  84.8,39,"Jun 5, 2021",,https://www.chess.com/game/live/5930631626
9,10 min,zainsiddiqii  (1320)  GeorgeRye1099  (1241),1  0,93.4  87.4,53,"Jun 5, 2021",,https://www.chess.com/game/live/5930695382
10,5 min,aStudio4  (1243)  zainsiddiqii  (1240),0  1,19.9  63.5,37,"Jun 5, 2021",,https://www.chess.com/game/live/5941443209
11,5 min,zainsiddiqii  (1250)  vignanreddy  (1310),1  0,67.8  59.7,17,"Jun 5, 2021",,https://www.chess.com/game/live/5946313139
12,5 min,zainsiddiqii  (1240)  dayinthepark  (1160),0  1,15  39.3,29,"Jun 5, 2021",,https://www.chess.com/game/live/6006746495
13,5 min,neil_w_m  (1304)  zainsiddiqii  (1250),0  1,52.5  91.5,39,"Jun 6, 2021",,https://www.chess.com/game/live/6006877961
14,10 min,jamescurti  (1319)  zainsiddiqii  (1328),0  1,51.9  97.6,28,"Jun 6, 2021",,https://www.chess.com/game/live/6007027072
15,10 min,zainsiddiqii  (1336)  Jesleqc  (1337),1  0,83.2  18.2,33,"Jun 6, 2021",,https://www.chess.com/game/live/6028467880
16,10 min,Smig08  (1303)  zainsiddiqii  (1327),1  0,75.8  74.3,49,"Jun 6, 2021",,https://www.chess.com/game/live/6028546901
17,10 min,zainsiddiqii  (1318)  Gamegie  (1294),0  1,69.6  85.3,5,"Jun 6, 2021",,https://www.chess.com/game/live/6053450807
18,10 min,zainsiddiqii  (1328)  HaukiVaiKala  (1407),1  0,91.7  68.6,12,"Jun 6, 2021",,https://www.chess.com/game/live/6053488296
19,5 min,MatthiasHelt  (1188)  zainsiddiqii  (1257),0  1,70.7  79.7,55,"Jun 6, 2021",,https://www.chess.com/game/live/6053566423
20,5 min,Dljl  (1245)  zainsiddiqii  (1249),1  0,92.7  84,30,"Jun 6, 2021",,https://www.chess.com/game/live/6054163608
21,5 min,zainsiddiqii  (1242)  qijiguang  (1292),0  1,65.4  57.2,56,"Jun 6, 2021",,https://www.chess.com/game/live/6055282276
22,5 min,beto82  (1290)  zainsiddiqii  (1235),1  0,61.4  53.2,30,"Jun 6, 2021",,https://www.chess.com/game/live/6061093630
23,5 min,zainsiddiqii  (1242)  buntycooldude  (1182),1  0,86  81.2,23,"Jun 6, 2021",,https://www.chess.com/game/live/6061177617
24,10 min,zainsiddiqii  (1336)  Rippd_nutz  (1310),1  0,93.9  74.1,11,"Jun 6, 2021",,https://www.chess.com/game/live/6061254002
25,5 min,Charlie_Petting  (1294)  zainsiddiqii  (1235),1  0,83.9  66.5,20,"Jun 6, 2021",,https://www.chess.com/game/live/6061841537
26,5 min,zainsiddiqii  (1226)  sagrawal78  (1215),0  1,42.8  59.9,17,"Jun 6, 2021",,https://www.chess.com/game/live/6063767736
27,5 min,sagrawal78  (1223)  zainsiddiqii  (1218),1  0,74.5  53,31,"Jun 6, 2021",,https://www.chess.com/game/live/6069405293
28,5 min,zainsiddiqii  (1209)  SlyDood  (1166),0  1,64.1  64.3,34,"Jun 6, 2021",,https://www.chess.com/game/live/6069512200
29,5 min,bpullela  (1186)  zainsiddiqii  (1217),0  1,64  78.8,19,"Jun 6, 2021",,https://www.chess.com/game/live/6069548527
30,5 min,zainsiddiqii  (1207)  Shirokana  (1141),0  1,84.4  73.4,18,"Jun 6, 2021",,https://www.chess.com/game/live/6069589497
31,10 min,francoispelichet  (1356)  zainsiddiqii  (1328),1  0,82.3  51.6,32,"Jun 6, 2021",,https://www.chess.com/game/live/6069677427
32,10 min,zainsiddiqii  (1320)  charlieshipp  (1317),0  1,63.3  68.6,25,"Jun 6, 2021",,https://www.chess.com/game/live/6069726252
33,10 min,BjornKavalkovHalvars  (1421)  zainsiddiqii  (1314),1  0,75.4  59.7,28,"Jun 6, 2021",,https://www.chess.com/game/live/6069799909
34,5 min,zainsiddiqii  (1214)  Master_Rafa_H  (1175),1  0,82.9  72,58,"Jun 6, 2021",,https://www.chess.com/game/live/6069840599
35,5 min,Master_Rafa_H  (1168)  zainsiddiqii  (1221),0  1,61.9  67.1,58,"Jun 6, 2021",,https://www.chess.com/game/live/6069910588
36,3 min,MaeryT  (1218)  zainsiddiqii  (1229),0  1,71.9  89.7,19,"Jun 6, 2021",,https://www.chess.com/game/live/6070885369
37,10 min,zainsiddiqii  (1307)  professoralexandre  (1344),0  1,77.8  87.6,19,"Jun 7, 2021",,https://www.chess.com/game/live/6072208855
38,10 min,gh1995  (1232)  zainsiddiqii  (1313),0  1,35.9  18,26,"Jun 7, 2021",,https://www.chess.com/game/live/6073761116
39,3 min,zainsiddiqii  (1221)  Arghaab  (1228),0  1,53.1  98.3,20,"Jun 7, 2021",,https://www.chess.com/game/live/6077959925
40,3 min,zainsiddiqii  (1229)  Micke2319  (1194),1  0,66.6  61.1,57,"Jun 7, 2021",,https://www.chess.com/game/live/6082759611
41,3 min,0Luca1  (1196)  zainsiddiqii  (1228),½  ½,63.1  73.9,71,"Jun 7, 2021",,https://www.chess.com/game/live/6086670793
42,5 min,Maxkaplan78  (1172)  zainsiddiqii  (1235),0  1,74.5  94.1,26,"Jun 7, 2021",,https://www.chess.com/game/live/6086728618
43,5 min,zainsiddiqii  (1226)  Pewdiepe  (1210),0  1,64.7  77.3,22,"Jun 7, 2021",,https://www.chess.com/game/live/6086760501
44,5 min,Pewdiepe  (1218)  zainsiddiqii  (1218),1  0,65.9  60.9,49,"Jun 7, 2021",,https://www.chess.com/game/live/6086877045
45,5 min,zainsiddiqii  (1226)  TimePassHere  (1201),1  0,71.6  75,28,"Jun 7, 2021",,https://www.chess.com/game/live/6088137937
46,5 min,zainsiddiqii  (1217)  rhobebou  (1190),0  1,79.8  84.9,18,"Jun 7, 2021",,https://www.chess.com/game/live/6088204436
47,5 min,PietrS  (1255)  zainsiddiqii  (1226),0  1,42.8  44.6,39,"Jun 7, 2021",,https://www.chess.com/game/live/6088326929
48,10 min,kaisearle1  (1326)  zainsiddiqii  (1305),1  0,95.8  51.3,19,"Jun 7, 2021",,https://www.chess.com/game/live/6089510871
49,10 min,Ankit26790  (1282)  zainsiddiqii  (1296),1  0,68.4  55.5,30,"Jun 7, 2021",,https://www.chess.com/game/live/6090393026
0,10 min,zainsiddiqii  (1287)  justjuicenom  (1281),0  1,69  88.6,12,"Jun 7, 2021",,https://www.chess.com/game/live/5900312365
1,10 min,zainsiddiqii  (1278)  omerwinter  (1248),0  1,23.2  80.9,31,"Jun 8, 2021",,https://www.chess.com/game/live/5922717305
2,10 min,MattBrenn  (1315)  zainsiddiqii  (1271),1  0,89.9  82.2,39,"Jun 8, 2021",,https://www.chess.com/game/live/5923131073
3,10 min,Nengi1900  (1262)  zainsiddiqii  (1263),1  0,48.8  43.5,37,"Jun 8, 2021",,https://www.chess.com/game/live/5923181350
4,10 min,zainsiddiqii  (1254)  bithy123  (1232),0  1,68  63.6,18,"Jun 8, 2021",,https://www.chess.com/game/live/5927374018
5,5 min,Tahaatleti  (1168)  zainsiddiqii  (1216),1  0,62.1  55.5,37,"Jun 8, 2021",,https://www.chess.com/game/live/5930521599
6,5 min,zainsiddiqii  (1208)  sergeymalko  (1215),0  1,64.3  71,26,"Jun 8, 2021",,https://www.chess.com/game/live/5930543392
7,5 min,zainsiddiqii  (1216)  nguyenle69  (1198),1  0,81.7  79.7,61,"Jun 8, 2021",,https://www.chess.com/game/live/5930567172
8,5 min,zainsiddiqii  (1224)  markocraford  (1195),1  0,67.4  65.1,41,"Jun 8, 2021",,https://www.chess.com/game/live/5930631626
9,5 min,Ostoja_Pasibrzuch  (1249)  zainsiddiqii  (1233),0  1,85.7  91.9,73,"Jun 8, 2021",,https://www.chess.com/game/live/5930695382
10,5 min,Pendargon  (1230)  zainsiddiqii  (1225),1  0,66.4  69.4,20,"Jun 8, 2021",,https://www.chess.com/game/live/5941443209
11,5 min,zainsiddiqii  (1216)  lasareff  (1186),0  1,77.9  90.1,17,"Jun 8, 2021",,https://www.chess.com/game/live/5946313139
12,5 min,deexeefm  (1252)  zainsiddiqii  (1209),1  0,97  39.4,17,"Jun 8, 2021",,https://www.chess.com/game/live/6006746495
13,5 min,1976BRASILrecife  (1214)  zainsiddiqii  (1209),½  ½,69.7  74.2,52,"Jun 8, 2021",,https://www.chess.com/game/live/6006877961
14,5 min,IrinaK24  (1205)  zainsiddiqii  (1217),0  1,31.2  53.2,40,"Jun 8, 2021",,https://www.chess.com/game/live/6007027072
15,5 min,zainsiddiqii  (1208)  chrisRSA  (1188),0  1,66.9  71.3,26,"Jun 8, 2021",,https://www.chess.com/game/live/6028467880
16,5 min,zainsiddiqii  (1217)  fedorr78  (1251),1  0,70.1  69.5,27,"Jun 8, 2021",,https://www.chess.com/game/live/6028546901
17,5 min,zainsiddiqii  (1225)  muthavazhy  (1198),1  0,61.8  59.9,49,"Jun 8, 2021",,https://www.chess.com/game/live/6053450807
18,5 min,zainsiddiqii  (1232)  micdb  (1191),1  0,57.1  55.4,55,"Jun 8, 2021",,https://www.chess.com/game/live/6053488296
19,5 min,zainsiddiqii  (1240)  DCHY07  (1232),1  0,75  64.2,37,"Jun 9, 2021",,https://www.chess.com/game/live/6053566423
20,5 min,mzungu27  (1295)  zainsiddiqii  (1233),1  0,82.5  80.8,25,"Jun 9, 2021",,https://www.chess.com/game/live/6054163608
21,5 min,zainsiddiqii  (1226)  mzungu27  (1302),0  1,69  96.2,11,"Jun 9, 2021",,https://www.chess.com/game/live/6055282276
22,5 min,danielsantoro  (1312)  zainsiddiqii  (1228),½  ½,56.5  56.6,43,"Jun 9, 2021",,https://www.chess.com/game/live/6061093630
23,5 min,dkostopoulos  (1228)  zainsiddiqii  (1220),1  0,81.8  80.2,52,"Jun 9, 2021",,https://www.chess.com/game/live/6061177617
24,5 min,dayong  (1204)  zainsiddiqii  (1211),1  0,82.6  71,25,"Jun 9, 2021",,https://www.chess.com/game/live/6061254002
25,5 min,zainsiddiqii  (1220)  Satarangi  (1225),1  0,74.7  69,47,"Jun 9, 2021",,https://www.chess.com/game/live/6061841537
26,5 min,DmSav76  (1193)  zainsiddiqii  (1211),1  0,69.1  59.6,20,"Jun 9, 2021",,https://www.chess.com/game/live/6063767736
27,5 min,zainsiddiqii  (1219)  twentydigits  (1207),1  0,89.2  74.7,14,"Jun 9, 2021",,https://www.chess.com/game/live/6069405293
28,5 min,zainsiddiqii  (1226)  marko531672  (1189),1  0,81.8  63,25,"Jun 9, 2021",,https://www.chess.com/game/live/6069512200
29,5 min,zainsiddiqii  (1220)  ehrenhanson  (1299),0  1,65.2  69.2,35,"Jun 9, 2021",,https://www.chess.com/game/live/6069548527
30,5 min,zainsiddiqii  (1211)  DmSav76  (1205),0  1,69.6  73,19,"Jun 10, 2021",,https://www.chess.com/game/live/6069589497
31,5 min,POPCatalin11  (1292)  zainsiddiqii  (1221),0  1,31.7  36.7,28,"Jun 10, 2021",,https://www.chess.com/game/live/6069677427
32,5 min,zainsiddiqii  (1230)  jlee973  (1234),1  0,75.8  70.8,44,"Jun 10, 2021",,https://www.chess.com/game/live/6069726252
33,5 min,shiromdy  (1205)  zainsiddiqii  (1221),1  0,91.5  65.2,44,"Jun 10, 2021",,https://www.chess.com/game/live/6069799909
34,5 min,pranavbassi  (1305)  zainsiddiqii  (1215),1  0,80.3  73.4,32,"Jun 10, 2021",,https://www.chess.com/game/live/6069840599
35,5 min,javier6660  (1201)  zainsiddiqii  (1223),0  1,68.9  82.4,36,"Jun 10, 2021",,https://www.chess.com/game/live/6069910588
36,5 min,zainsiddiqii  (1230)  YerlanK72  (1178),1  0,80.3  73.9,40,"Jun 10, 2021",,https://www.chess.com/game/live/6070885369
37,5 min,uncom1c  (1196)  zainsiddiqii  (1221),1  0,52.1  43.2,34,"Jun 10, 2021",,https://www.chess.com/game/live/6072208855
38,5 min,Dhruvk1  (1118)  zainsiddiqii  (1227),0  1,56.8  74.9,20,"Jun 10, 2021",,https://www.chess.com/game/live/6073761116
39,5 min,zainsiddiqii  (1225)  ollil78  (1130),½  ½,71.3  62.8,25,"Jun 10, 2021",,https://www.chess.com/game/live/6077959925
40,5 min,zainsiddiqii  (1216)  cowboypills  (1178),0  1,55  60.7,28,"Jun 10, 2021",,https://www.chess.com/game/live/6082759611
41,5 min,naoiseq  (1112)  zainsiddiqii  (1222),0  1,55.3  45.9,42,"Jun 10, 2021",,https://www.chess.com/game/live/6086670793
42,5 min,zainsiddiqii  (1229)  yanosch32  (1180),1  0,77.2  63.6,19,"Jun 10, 2021",,https://www.chess.com/game/live/6086728618
43,5 min,zainsiddiqii  (1236)  weeh  (1198),1  0,70.2  66.5,55,"Jun 10, 2021",,https://www.chess.com/game/live/6086760501
44,5 min,zainsiddiqii  (1244)  ArkadiyKrinverman  (1237),1  0,68.3  61.9,17,"Jun 10, 2021",,https://www.chess.com/game/live/6086877045
45,5 min,titanium29  (1238)  zainsiddiqii  (1252),0  1,71.6  84.6,29,"Jun 10, 2021",,https://www.chess.com/game/live/6088137937
46,5 min,vivekmandlay  (1253)  zainsiddiqii  (1244),1  0,81.2  69,27,"Jun 10, 2021",,https://www.chess.com/game/live/6088204436
47,5 min,zainsiddiqii  (1238)  akif_96  (1341),0  1,50.5  88.3,35,"Jun 10, 2021",,https://www.chess.com/game/live/6088326929
48,5 min,Limmito  (1258)  zainsiddiqii  (1230),1  0,92.7  57,11,"Jun 10, 2021",,https://www.chess.com/game/live/6089510871
49,10 min,SethLovesToTalk  (1261)  zainsiddiqii  (1246),1  0,82.8  76.1,37,"Jun 11, 2021",,https://www.chess.com/game/live/6090393026
0,10 min,zainsiddiqii  (1238)  lguarin123  (1245),0  1,38.7  46.4,23,"Jun 11, 2021",,https://www.chess.com/game/live/5900312365
1,10 min,zainsiddiqii  (1230)  P1808  (1263),0  1,73.5  75.6,63,"Jun 11, 2021",,https://www.chess.com/game/live/5922717305
2,5 min,pluskan2003  (1179)  zainsiddiqii  (1237),0  1,59.4  47.8,38,"Jun 11, 2021",,https://www.chess.com/game/live/5923131073
3,5 min,zainsiddiqii  (1245)  Ederpaulo  (1211),1  0,88.3  73.3,53,"Jun 11, 2021",,https://www.chess.com/game/live/5923181350
4,5 min,Ederpaulo  (1220)  zainsiddiqii  (1236),1  0,73.2  65.8,17,"Jun 11, 2021",,https://www.chess.com/game/live/5927374018
5,5 min,zainsiddiqii  (1244)  sunnysoni31  (1225),1  0,68.5  64.5,30,"Jun 11, 2021",,https://www.chess.com/game/live/5930521599
6,5 min,Con_Blaje  (1300)  zainsiddiqii  (1237),1  0,65.7  55.5,32,"Jun 11, 2021",,https://www.chess.com/game/live/5930543392
7,5 min,zainsiddiqii  (1245)  Deric85  (1238),1  0,60.2  64.8,7,"Jun 11, 2021",,https://www.chess.com/game/live/5930567172
8,5 min,zainsiddiqii  (1254)  wannaplay10  (1290),1  0,90.7  39.9,19,"Jun 11, 2021",,https://www.chess.com/game/live/5930631626
9,10 min,zainsiddiqii  (1230)  a_spnt  (1226),½  ½,97.1  81.1,40,"Jun 11, 2021",,https://www.chess.com/game/live/5930695382
10,10 min,chilly96  (1261)  zainsiddiqii  (1239),0  1,54.8  54.5,50,"Jun 11, 2021",,https://www.chess.com/game/live/5941443209
11,10 min,redapoluza  (1223)  zainsiddiqii  (1247),0  1,78.7  88.3,29,"Jun 11, 2021",,https://www.chess.com/game/live/5946313139
